Image_ID,Computer_Time,ROS_Time_Stamp,Chunk_Frame_ID,Chunk_Time,Latitude,Longitude,Direction,Camera_Long,Camera_Lat,Assigned_Row,FOV_Center_Long,FOV_Center_Lat,FOV_Left_Long,FOV_Left_Lat,FOV_Right_Long,FOV_Right_Lat,Covered_Vines
50,2024-09-20-14-40-33-142,1726857633,161,519000000000.0,42.89448262,-77.01116366,F,-77.01115436107531,42.89448217231366,9,-77.01115146256514,42.89448190496088,-77.0111514975349,42.89448350639163,-77.01115142260018,42.894480074776645,9-6
51,2024-09-20-14-40-33-665,1726857634,162,520000000000.0,42.89447961,-77.01116393,F,-77.01115466526646,42.89447887441965,9,-77.0111513854081,42.894478371575566,-77.01115142431414,42.89448015326698,-77.01115133761668,42.89447618298074,9-6
52,2024-09-20-14-40-34-188,1726857634,163,520000000000.0,42.89447454,-77.01116468,F,-77.01115536686889,42.8944742981371,9,-77.01115129178642,42.894474084195856,-77.01115134171712,42.89447637075886,-77.01115123732494,42.89447159014722,9-6
53,2024-09-20-14-40-34-711,1726857635,164,521000000000.0,42.8944702,-77.01116489,F,-77.01115561794418,42.89446951573749,9,-77.01115117628423,42.89446879480469,-77.01115122887612,42.89447120323575,-77.01115111098696,42.89446580453386,"9-6,9-7"
54,2024-09-20-14-40-35-233,1726857635,165,521000000000.0,42.894467,-77.01116533,F,-77.01115601181415,42.89446708910848,9,-77.0111511405958,42.8944671604628,-77.01115120236399,42.89446998911993,-77.01115107830772,42.89446430799707,"9-6,9-7"
55,2024-09-20-14-40-35-754,1726857636,166,522000000000.0,42.89446251,-77.01116525,F,-77.0111559402815,42.894462205715605,9,-77.01115102437628,42.8944618382209,-77.01115108406393,42.89446457160084,-77.01115095755029,42.894458777943186,"9-7,9-8"
56,2024-09-20-14-40-36-277,1726857636,167,522000000000.0,42.89445939,-77.01116544,F,-77.0111561292852,42.89445967744986,9,-77.01115098355932,42.894459969019316,-77.01115105057725,42.89446303808767,-77.0111509192062,42.894457021986106,"9-7,9-8"
57,2024-09-20-14-40-36-799,1726857637,168,523000000000.0,42.89445487,-77.01116518,F,-77.01115588407853,42.894455349951784,9,-77.011150893066,42.894455824903034,-77.01115095992058,42.89445888649037,-77.0111508316837,42.8944530139163,9-8
58,2024-09-20-14-40-37-321,1726857637,169,523000000000.0,42.8944504,-77.01116475,F,-77.01115547860074,42.894451088999226,9,-77.01115080368332,42.89445173164692,-77.01115086851961,42.89445470080708,-77.01115074701596,42.894449136580576,9-8
59,2024-09-20-14-40-37-844,1726857638,170,524000000000.0,42.89444715,-77.0111643,F,-77.01115500659134,42.89444765538386,9,-77.01115072410339,42.89444808730589,-77.01115078172283,42.894450725972405,-77.01115067154998,42.89444568063657,
60,2024-09-20-14-40-38-365,1726857638,171,524000000000.0,42.89444261,-77.01116384,F,-77.01115456303131,42.89444325750574,9,-77.01115062937428,42.8944437492122,-77.01115068335108,42.894446221064506,-77.011150581508,42.894441557188976,
61,2024-09-20-14-40-38-888,1726857639,172,525000000000.0,42.89443815,-77.01116326,F,-77.01115394325232,42.89443829926708,9,-77.01115051259353,42.894438401269284,-77.01115055649426,42.89444041169131,-77.011150469095,42.89443640926562,
62,2024-09-20-14-40-39-410,1726857639,173,525000000000.0,42.8944348,-77.01116316,F,-77.01115384550012,42.894435011549156,9,-77.01115044163684,42.89443515182673,-77.01115048551397,42.894437161167815,-77.0111503987393,42.89443318734547,
63,2024-09-20-14-40-39-932,1726857640,174,526000000000.0,42.89443031,-77.01116297,F,-77.01115365105387,42.89443029327216,9,-77.0111503352625,42.894430280442336,-77.01115037686857,42.894432185781284,-77.01115029238987,42.89442831710224,
64,2024-09-20-14-40-40-455,1726857640,175,526000000000.0,42.89442732,-77.01116298,F,-77.01115366311805,42.89442717535683,9,-77.01115026528065,42.89442707564275,-77.01115030735936,42.89442900262585,-77.01115022061093,42.894425030004896,
65,2024-09-20-14-40-40-977,1726857641,176,527000000000.0,42.89442248,-77.01116312,F,-77.01115380940143,42.89442219063281,9,-77.01115015395497,42.89442197751389,-77.0111501986331,42.89442402353677,-77.01115010489016,42.89441973060381,
66,2024-09-20-14-40-41-499,1726857641,177,527000000000.0,42.89441799,-77.01116338,F,-77.01115406353118,42.89441783176266,9,-77.01115006064866,42.89441770457651,-77.01115011016203,42.89441997202771,-77.01115000793706,42.89441529066291,
67,2024-09-20-14-40-42-022,1726857642,178,528000000000.0,42.89441483,-77.01116348,F,-77.01115416597575,42.89441460756255,9,-77.01114998896041,42.894414421632376,-77.01115004032147,42.894416773698275,-77.01114993346047,42.89441188002781,
68,2024-09-20-14-40-42-543,1726857643,179,528000000000.0,42.89441056,-77.01116367,F,-77.01115435488406,42.894410363642045,9,-77.0111498963233,42.894410179341364,-77.01114995122569,42.89441269358144,-77.01114983721688,42.89440747257862,
69,2024-09-20-14-40-43-065,1726857643,180,529000000000.0,42.89440725,-77.0111638,F,-77.01115448132873,42.89440730472084,9,-77.0111498346492,42.894407354992374,-77.01114989343863,42.894410047238246,-77.01114977509958,42.89440462793367,
70,2024-09-20-14-40-43-588,1726857644,181,529000000000.0,42.89440268,-77.01116375,F,-77.01115443268796,42.894402808774814,9,-77.01114973720263,42.894402892452845,-77.01114979685437,42.89440562418827,-77.01114967727094,42.894400147897805,9-11
71,2024-09-20-14-40-44-110,1726857644,182,530000000000.0,42.89439802,-77.01116363,F,-77.01115433808354,42.89439750016929,9,-77.01114960748384,42.894396952016656,-77.01114966412963,42.894399546095094,-77.01114954091777,42.894393903641436,9-11
72,2024-09-20-14-40-44-632,1726857645,183,530000000000.0,42.89439495,-77.01116395,F,-77.0111546310779,42.89439497160527,9,-77.01114956377664,42.894394950457,-77.01114962734987,42.89439786177587,-77.01114949824489,42.89439194944813,9-11
73,2024-09-20-14-40-45-154,1726857645,184,531000000000.0,42.89439032,-77.01116393,F,-77.01115465319874,42.894389671268456,9,-77.0111494327228,42.89438894888204,-77.0111494948592,42.89439179440175,-77.01114935773572,42.894385514868674,"9-11,9-12"
74,2024-09-20-14-40-45-677,1726857646,185,532000000000.0,42.89438725,-77.01116433,F,-77.01115501468273,42.89438705892915,9,-77.0111493865302,42.894386833504555,-77.01114945587585,42.89439000916998,-77.01114931198661,42.89438341980116,"9-11,9-12"
75,2024-09-20-14-40-46-200,1726857646,186,532000000000.0,42.89438254,-77.01116451,F,-77.01115519191586,42.894382633967766,9,-77.01114929721282,42.894382743239156,-77.01114937213148,42.89438617411942,-77.0111492220054,42.8943792991359,9-12
76,2024-09-20-14-40-46-722,1726857647,187,533000000000.0,42.89437775,-77.01116442,F,-77.01115510106317,42.894377732871135,9,-77.01114918735784,42.89437771246043,-77.0111492615791,42.894381111402716,-77.01114911091449,42.8943742117578,9-12
77,2024-09-20-14-40-47-244,1726857647,188,533000000000.0,42.89437483,-77.01116443,F,-77.01115511104555,42.894374840619186,9,-77.01114912471982,42.894374843969146,-77.01114920001874,42.89437829226241,-77.01114904752878,42.89437130902641,9-12
78,2024-09-20-14-40-47-767,1726857648,189,534000000000.0,42.89437012,-77.01116442,F,-77.01115510855736,42.894370394259106,9,-77.01114903481026,42.89437072658538,-77.01114911380962,42.89437434433942,-77.01114895877994,42.89436724479725,"9-12,9-13"
79,2024-09-20-14-40-48-289,1726857648,190,534000000000.0,42.89436684,-77.01116424,F,-77.0111549250531,42.894367040451314,9,-77.01114895916406,42.894367262388286,-77.01114903586807,42.89437077502757,-77.01114888382133,42.89436381208814,9-13
