Row,ID,Longitude,Latitude
12,26,-77.01103035,42.89415303
12,27,-77.01103001,42.89413517
12,29,-77.01102939,42.89410283
12,30,-77.01102908,42.89408665
12,31,-77.01102879,42.89407134
12,33,-77.01102813,42.89403704
12,34,-77.01102783,42.89402109
12,35,-77.01102549,42.89389909
12,36,-77.01102518,42.89388292
12,37,-77.01102489,42.89386733
12,38,-77.01102455,42.89384969
12,39,-77.01102423,42.89383316
12,40,-77.01102397,42.89381929
12,41,-77.0110236,42.8938004
12,42,-77.0110233,42.89378434
12,43,-77.01102298,42.89376786
12,44,-77.01102265,42.89375074
12,46,-77.01102203,42.89371815
12,48,-77.01102143,42.89368657
12,49,-77.0110211,42.89366945
12,50,-77.0110208,42.89365355
12,51,-77.01102044,42.89363503
12,52,-77.01102014,42.89361951
12,53,-77.01101984,42.89360376
12,54,-77.01101953,42.89358714
12,55,-77.01101925,42.89357277
12,57,-77.01101855,42.89353613
12,58,-77.01101825,42.89352029
12,60,-77.01101762,42.89348758
12,63,-77.01101672,42.89344061
12,65,-77.01101606,42.89340601
12,68,-77.01101516,42.8933587
12,69,-77.01101477,42.89333883
12,70,-77.0110145,42.89332427
12,71,-77.01101414,42.89330549
12,72,-77.01101386,42.89329077
12,73,-77.01101353,42.89327392
12,74,-77.01101324,42.89325875
12,75,-77.01101288,42.89324002
12,77,-77.01101223,42.89320586
12,78,-77.01101201,42.89319428
12,79,-77.01101169,42.89317746
12,80,-77.0110114,42.89316256
12,81,-77.01101108,42.89314591
12,82,-77.01101079,42.89313039
13,1,-77.01100322,42.89456166
13,2,-77.0110029,42.8945457
13,3,-77.01100254,42.89452764
13,4,-77.01100225,42.89451273
13,5,-77.01100191,42.89449568
13,6,-77.01100157,42.8944787
13,8,-77.01100096,42.89444806
13,9,-77.01100063,42.89443138
13,10,-77.01100033,42.89441618
13,11,-77.01100001,42.89440014
13,12,-77.01099967,42.89438282
13,13,-77.01099934,42.89436605
13,14,-77.01099902,42.89435007
13,15,-77.01099863,42.89433033
13,16,-77.01099832,42.89431483
13,17,-77.01099803,42.89430035
13,18,-77.01099773,42.89428493
13,19,-77.01099738,42.89426753
13,20,-77.01099704,42.8942504
13,21,-77.01099672,42.8942344
13,22,-77.0109964,42.89421827
13,23,-77.01099605,42.89420048
13,24,-77.01099574,42.89418495
13,25,-77.01099541,42.89416832
13,26,-77.01099515,42.89415522
13,27,-77.01099477,42.89413612
13,28,-77.01099442,42.89411822
13,30,-77.01099383,42.89408866
13,31,-77.01099348,42.89407105
13,32,-77.0109931,42.89405175
13,33,-77.01099282,42.89403774
13,37,-77.0109894,42.89386554
13,38,-77.01098912,42.89385144
13,39,-77.01098879,42.89383457
13,40,-77.01098847,42.89381853
13,41,-77.01098814,42.89380204
13,42,-77.0109878,42.89378477
13,43,-77.01098752,42.89377058
13,44,-77.01098716,42.89375224
13,45,-77.01098683,42.8937357
13,46,-77.01098647,42.89371769
13,47,-77.01098621,42.89370472
13,48,-77.01098585,42.89368663
13,49,-77.01098549,42.89366836
13,50,-77.01098519,42.89365339
13,51,-77.01098489,42.89363825
13,52,-77.01098454,42.89362019
13,53,-77.01098421,42.89360383
13,54,-77.01098387,42.89358685
13,55,-77.01098358,42.89357217
13,56,-77.01098332,42.89355915
13,57,-77.01098293,42.89353935
13,58,-77.01098259,42.89352222
13,59,-77.01098228,42.89350646
13,60,-77.01098201,42.89349316
13,61,-77.01098169,42.89347707
13,62,-77.01098128,42.89345604
13,63,-77.01098098,42.89344128
13,64,-77.01098069,42.89342665
13,65,-77.01098036,42.89340967
13,66,-77.01097998,42.89339054
13,67,-77.01097964,42.89337341
13,68,-77.01097933,42.89335806
13,69,-77.01097897,42.89333998
13,72,-77.01097807,42.8932944
13,73,-77.01097769,42.89327546
13,74,-77.01097735,42.89325828
13,75,-77.01097707,42.89324398
13,76,-77.01097677,42.89322893
13,77,-77.01097646,42.89321326
13,78,-77.01097611,42.89319579
13,79,-77.01097571,42.89317543
13,81,-77.01097512,42.89314575
13,82,-77.01097477,42.89312802
14,1,-77.01096676,42.89456473
14,2,-77.01096639,42.89454725
14,3,-77.01096602,42.89452972
14,4,-77.01096569,42.894514
14,5,-77.01096536,42.89449838
14,6,-77.01096494,42.89447868
14,7,-77.01096466,42.89446515
14,8,-77.0109643,42.8944481
14,9,-77.01096397,42.8944326
14,10,-77.01096365,42.89441731
14,11,-77.0109633,42.89440092
14,12,-77.01096292,42.89438286
14,13,-77.01096256,42.89436587
14,14,-77.01096219,42.89434846
14,15,-77.01096183,42.89433134
14,16,-77.01096156,42.89431862
14,17,-77.01096121,42.89430193
14,18,-77.01096087,42.89428568
14,19,-77.01096046,42.89426626
14,20,-77.01096013,42.89425064
14,22,-77.01095947,42.89421938
14,23,-77.01095907,42.89420054
14,24,-77.01095871,42.89418356
14,26,-77.01095808,42.89415369
14,27,-77.01095771,42.89413617
14,28,-77.01095735,42.89411901
14,29,-77.01095702,42.89410337
14,30,-77.01095671,42.8940887
14,32,-77.01095598,42.89405414
14,33,-77.01095566,42.8940389
14,34,-77.01095533,42.89402367
14,35,-77.01095274,42.89390058
14,36,-77.01095241,42.89388538
14,37,-77.01095211,42.89387116
14,38,-77.01095169,42.89385128
14,39,-77.01095135,42.89383484
14,40,-77.01095101,42.893819
14,41,-77.0109507,42.89380435
14,42,-77.01095025,42.89378313
14,44,-77.01094959,42.89375151
14,45,-77.01094929,42.89373741
14,46,-77.01094888,42.89371793
14,47,-77.01094858,42.89370377
14,48,-77.01094827,42.89368917
14,49,-77.01094788,42.89367078
14,50,-77.01094754,42.89365436
14,51,-77.01094717,42.89363702
14,52,-77.01094682,42.89362055
14,53,-77.01094646,42.8936036
14,54,-77.01094616,42.89358914
14,55,-77.01094582,42.89357297
14,56,-77.0109455,42.89355792
14,57,-77.01094511,42.8935397
14,58,-77.01094474,42.89352188
14,59,-77.01094444,42.89350758
14,60,-77.01094414,42.89349339
14,61,-77.01094376,42.8934754
14,62,-77.01094339,42.89345805
14,63,-77.01094305,42.89344177
14,64,-77.01094264,42.8934226
14,66,-77.01094198,42.89339117
14,67,-77.01094162,42.89337441
14,68,-77.01094128,42.89335817
14,69,-77.01094088,42.89333936
14,70,-77.01094063,42.89332756
14,71,-77.01094026,42.89330965
14,72,-77.01093989,42.89329225
14,73,-77.01093954,42.89327555
14,74,-77.01093925,42.89326187
14,77,-77.01093817,42.89321105
14,80,-77.01093717,42.89316348
14,81,-77.0109368,42.89314611
14,82,-77.0109364,42.89312705
15,1,-77.01092686,42.89456464
15,2,-77.01092655,42.8945479
15,3,-77.01092621,42.89452922
15,4,-77.01092586,42.89451044
15,5,-77.01092561,42.8944972
15,6,-77.01092531,42.89448072
15,7,-77.01092502,42.89446515
15,8,-77.01092466,42.89444574
15,9,-77.01092442,42.89443313
15,10,-77.0109241,42.89441586
15,11,-77.0109238,42.89439951
15,12,-77.01092346,42.89438133
15,13,-77.01092318,42.89436605
15,14,-77.01092285,42.89434829
15,15,-77.01092252,42.89433049
15,16,-77.01092227,42.89431706
15,17,-77.01092198,42.89430178
15,18,-77.01092162,42.89428193
15,19,-77.01092128,42.89426389
15,20,-77.01092103,42.89425009
15,22,-77.01092043,42.89421823
15,23,-77.01092007,42.89419861
15,24,-77.01091982,42.89418537
15,25,-77.01091956,42.89417129
15,26,-77.0109192,42.8941519
15,28,-77.01091861,42.89411999
15,30,-77.01091801,42.89408763
15,31,-77.01091769,42.89407062
15,32,-77.01091736,42.89405273
15,33,-77.01091709,42.8940379
15,34,-77.01091679,42.89402206
15,35,-77.01091459,42.89390355
15,36,-77.0109143,42.89388764
15,37,-77.01091392,42.89386718
15,38,-77.01091364,42.89385258
15,39,-77.01091335,42.8938367
15,40,-77.01091306,42.89382099
15,41,-77.01091268,42.89380055
15,43,-77.01091213,42.89377097
15,44,-77.01091178,42.89375202
15,46,-77.01091113,42.89371711
15,47,-77.01091088,42.89370373
15,48,-77.01091053,42.89368455
15,49,-77.01091024,42.89366916
15,53,-77.01090905,42.89360525
15,54,-77.01090877,42.89359002
15,55,-77.01090847,42.8935736
15,56,-77.01090822,42.89356017
15,57,-77.01090782,42.89353874
15,58,-77.01090752,42.89352265
15,59,-77.01090719,42.8935049
15,61,-77.01090663,42.89347496
15,62,-77.01090629,42.89345623
15,63,-77.01090604,42.89344319
15,64,-77.01090568,42.89342349
15,65,-77.01090543,42.89341037
15,66,-77.0109051,42.89339218
15,67,-77.01090477,42.89337469
15,68,-77.01090449,42.89335933
15,70,-77.01090391,42.89332806
15,72,-77.01090327,42.89329387
15,74,-77.01090268,42.89326188
15,75,-77.01090234,42.89324341
15,76,-77.01090206,42.89322869
15,78,-77.01090145,42.893196
15,79,-77.01090111,42.89317766
15,80,-77.01090086,42.89316397
