Row,ID,Code,Easting,Northing,Elevation,Description,Longitude,Latitude,Ellipsoidal height,Origin,Tilt angle,Easting RMS,Northing RMS,Elevation RMS,Lateral RMS,Antenna height,Antenna height units,Solution status,Averaging start,Averaging end,Samples,PDOP,GDOP,Base easting,Base northing,Base elevation,Base longitude,Base latitude,Base ellipsoidal height,Baseline,Mount point,CS name,GPS Satellites,GLONASS Satellites,Galileo Satellites,BeiDou Satellites,QZSS Satellites
11,53,,,,,,-77.01106309,42.89360351,141.092,Global,0.5,0.011,0.011,0.011,0.016,1.434,m,FIX,2024-09-06 15:17:53.6 UTC-04:00,2024-09-06 15:17:53.6 UTC-04:00,1,1.5,1.7,,,,-77.03121841,42.87830435,190.511,2366.914,mountpoint3,Global CS,9,8,0,0,0
11,54,,,,,,-77.0110623,42.89358881,141.077,Global,0.4,0.011,0.011,0.01,0.016,1.434,m,FIX,2024-09-06 15:18:09.0 UTC-04:00,2024-09-06 15:18:09.0 UTC-04:00,1,1.5,1.7,,,,-77.03121841,42.87830435,190.511,2365.777,mountpoint3,Global CS,9,8,0,0,0
11,56,,,,,,-77.01106198,42.89355507,141.036,Global,0.1,0.011,0.011,0.01,0.016,1.434,m,FIX,2024-09-06 15:18:36.4 UTC-04:00,2024-09-06 15:18:36.4 UTC-04:00,1,1.5,1.7,,,,-77.03121841,42.87830435,190.511,2363.106,mountpoint3,Global CS,9,8,0,0,0
11,57,,,,,,-77.01106413,42.89353943,141.062,Global,0.8,0.012,0.012,0.011,0.016,1.434,m,FIX,2024-09-06 15:18:52.2 UTC-04:00,2024-09-06 15:18:52.2 UTC-04:00,1,1.6,1.8,,,,-77.03121841,42.87830435,190.511,2361.755,mountpoint3,Global CS,9,8,0,0,0
11,58,,,,,,-77.01106124,42.89352259,141.028,Global,0.7,0.011,0.011,0.011,0.016,1.434,m,FIX,2024-09-06 15:19:09.4 UTC-04:00,2024-09-06 15:19:09.4 UTC-04:00,1,1.5,1.7,,,,-77.03121841,42.87830435,190.511,2360.576,mountpoint3,Global CS,9,8,0,0,0
11,59,,,,,,-77.01106099,42.8935066,141.032,Global,0.6,0.011,0.011,0.01,0.016,1.434,m,FIX,2024-09-06 15:20:26.4 UTC-04:00,2024-09-06 15:20:26.4 UTC-04:00,1,1.5,1.7,,,,-77.03121841,42.87830435,190.511,2359.319,mountpoint3,Global CS,9,8,0,0,0
11,60,,,,,,-77.01106118,42.89349205,141.043,Global,0.8,0.011,0.011,0.011,0.016,1.434,m,FIX,2024-09-06 15:20:41.0 UTC-04:00,2024-09-06 15:20:41.0 UTC-04:00,1,1.5,1.7,,,,-77.03121841,42.87830435,190.511,2358.157,mountpoint3,Global CS,9,8,0,0,0
11,61,,,,,,-77.01105937,42.89347431,141.032,Global,0.4,0.011,0.011,0.01,0.016,1.434,m,FIX,2024-09-06 15:20:53.0 UTC-04:00,2024-09-06 15:20:53.0 UTC-04:00,1,1.5,1.7,,,,-77.03121841,42.87830435,190.511,2356.823,mountpoint3,Global CS,9,8,0,0,0
11,64,,,,,,-77.01106149,42.89342667,141.067,Global,0.4,0.011,0.011,0.01,0.016,1.434,m,FIX,2024-09-06 15:21:23.6 UTC-04:00,2024-09-06 15:21:23.6 UTC-04:00,1,1.5,1.7,,,,-77.03121841,42.87830435,190.511,2352.938,mountpoint3,Global CS,9,8,0,0,0
11,65,,,,,,-77.01105914,42.89341035,141.049,Global,0.7,0.011,0.011,0.011,0.016,1.434,m,FIX,2024-09-06 15:21:39.2 UTC-04:00,2024-09-06 15:21:39.2 UTC-04:00,1,1.5,1.7,,,,-77.03121841,42.87830435,190.511,2351.775,mountpoint3,Global CS,9,8,0,0,0
11,66,,,,,,-77.01105988,42.89339217,141.104,Global,0.5,0.012,0.012,0.011,0.016,1.434,m,FIX,2024-09-06 15:22:00.4 UTC-04:00,2024-09-06 15:22:00.4 UTC-04:00,1,1.5,1.7,,,,-77.03121841,42.87830435,190.511,2350.294,mountpoint3,Global CS,9,8,0,0,0
11,70,,,,,,-77.01105742,42.8933274,141.15,Global,0.7,0.011,0.011,0.011,0.016,1.434,m,FIX,2024-09-06 15:22:18.0 UTC-04:00,2024-09-06 15:22:18.0 UTC-04:00,1,1.5,1.7,,,,-77.03121841,42.87830435,190.511,2345.306,mountpoint3,Global CS,9,8,0,0,0
11,71,,,,,,-77.01105805,42.89330673,141.16,Global,0.1,0.011,0.011,0.01,0.016,1.434,m,FIX,2024-09-06 15:22:36.2 UTC-04:00,2024-09-06 15:22:36.2 UTC-04:00,1,1.5,1.7,,,,-77.03121841,42.87830435,190.511,2343.633,mountpoint3,Global CS,9,8,0,0,0
11,72,,,,,,-77.01105875,42.89329399,141.165,Global,0.3,0.011,0.011,0.01,0.016,1.434,m,FIX,2024-09-06 15:22:47.4 UTC-04:00,2024-09-06 15:22:47.4 UTC-04:00,1,1.5,1.7,,,,-77.03121841,42.87830435,190.511,2342.589,mountpoint3,Global CS,9,8,0,0,0
11,73,,,,,,-77.0110565,42.89327885,141.182,Global,0.3,0.011,0.011,0.01,0.016,1.434,m,FIX,2024-09-06 15:22:58.4 UTC-04:00,2024-09-06 15:22:58.4 UTC-04:00,1,1.5,1.7,,,,-77.03121841,42.87830435,190.511,2341.526,mountpoint3,Global CS,9,8,0,0,0
11,74,,,,,,-77.01105756,42.89326283,141.165,Global,0.6,0.011,0.011,0.011,0.016,1.434,m,FIX,2024-09-06 15:23:10.4 UTC-04:00,2024-09-06 15:23:10.4 UTC-04:00,1,1.5,1.7,,,,-77.03121841,42.87830435,190.511,2340.205,mountpoint3,Global CS,9,8,0,0,0
11,75,,,,,,-77.0110565,42.89324287,141.137,Global,0.5,0.011,0.011,0.01,0.016,1.434,m,FIX,2024-09-06 15:23:25.4 UTC-04:00,2024-09-06 15:23:25.4 UTC-04:00,1,1.5,1.7,,,,-77.03121841,42.87830435,190.511,2338.684,mountpoint3,Global CS,9,8,0,0,0
11,76,,,,,,-77.01105592,42.89322786,141.104,Global,0.4,0.011,0.011,0.01,0.016,1.434,m,FIX,2024-09-06 15:23:42.8 UTC-04:00,2024-09-06 15:23:42.8 UTC-04:00,1,1.5,1.7,,,,-77.03121841,42.87830435,190.511,2337.542,mountpoint3,Global CS,9,8,0,0,0
11,80,,,,,,-77.01105401,42.89316258,140.982,Global,0.3,0.011,0.011,0.01,0.016,1.434,m,FIX,2024-09-06 15:24:13.6 UTC-04:00,2024-09-06 15:24:13.6 UTC-04:00,1,1.5,1.7,,,,-77.03121841,42.87830435,190.511,2332.512,mountpoint3,Global CS,9,8,0,0,0
12,1,,,,,,-77.01104536,42.89456108,143.773,Global,0.5,0.011,0.011,0.011,0.016,1.434,m,FIX,2024-10-31 09:17:10.2 UTC-04:00,2024-10-31 09:17:10.2 UTC-04:00,1,1.6,1.8,,,,-77.03121841,42.87830435,190.511,2445.329,mountpoint3,Global CS,8,7,0,0,0
12,2,,,,,,-77.01104557,42.89454534,143.74,Global,0.5,0.011,0.011,0.011,0.016,1.434,m,FIX,2024-10-31 09:17:22.4 UTC-04:00,2024-10-31 09:17:22.4 UTC-04:00,1,1.6,1.8,,,,-77.03121841,42.87830435,190.511,2444.022,mountpoint3,Global CS,8,7,0,0,0
12,3,,,,,,-77.01104467,42.89452787,143.69,Global,0.3,0.011,0.011,0.015,0.016,1.434,m,FIX,2024-10-31 09:17:38.2 UTC-04:00,2024-10-31 09:17:38.2 UTC-04:00,1,2,2.3,,,,-77.03121841,42.87830435,190.511,2442.651,mountpoint3,Global CS,8,7,0,0,0
12,5,,,,,,-77.01104544,42.89449417,143.639,Global,0.2,0.011,0.011,0.01,0.016,1.434,m,FIX,2024-10-31 09:17:56.2 UTC-04:00,2024-10-31 09:17:56.2 UTC-04:00,1,1.6,1.8,,,,-77.03121841,42.87830435,190.511,2439.851,mountpoint3,Global CS,8,7,0,0,0
12,6,,,,,,-77.01104338,42.89447756,143.605,Global,0.7,0.011,0.011,0.014,0.016,1.434,m,FIX,2024-10-31 09:18:06.8 UTC-04:00,2024-10-31 09:18:06.8 UTC-04:00,1,1.6,1.8,,,,-77.03121841,42.87830435,190.511,2438.584,mountpoint3,Global CS,8,7,0,0,0
12,7,,,,,,-77.01104362,42.89446382,143.559,Global,0.6,0.011,0.011,0.012,0.016,1.434,m,FIX,2024-10-31 09:18:20.8 UTC-04:00,2024-10-31 09:18:20.8 UTC-04:00,1,1.6,1.8,,,,-77.03121841,42.87830435,190.511,2437.453,mountpoint3,Global CS,8,7,0,0,0
12,8,,,,,,-77.01104253,42.89444585,143.531,Global,0.2,0.011,0.011,0.013,0.016,1.434,m,FIX,2024-10-31 09:18:30.4 UTC-04:00,2024-10-31 09:18:30.4 UTC-04:00,1,1.6,1.8,,,,-77.03121841,42.87830435,190.511,2436.06,mountpoint3,Global CS,8,7,0,0,0
12,9,,,,,,-77.01104315,42.89443025,143.514,Global,0.3,0.011,0.011,0.01,0.016,1.434,m,FIX,2024-10-31 09:18:42.6 UTC-04:00,2024-10-31 09:18:42.6 UTC-04:00,1,1.6,1.8,,,,-77.03121841,42.87830435,190.511,2434.739,mountpoint3,Global CS,8,7,0,0,0
12,10,,,,,,-77.01104351,42.89441505,143.528,Global,0.3,0.011,0.011,0.011,0.016,1.434,m,FIX,2024-10-31 09:18:55.6 UTC-04:00,2024-10-31 09:18:55.6 UTC-04:00,1,1.6,1.8,,,,-77.03121841,42.87830435,190.511,2433.491,mountpoint3,Global CS,8,7,0,0,0
12,11,,,,,,-77.01104174,42.89439789,143.47,Global,0.2,0.011,0.011,0.012,0.016,1.434,m,FIX,2024-10-31 09:19:06.4 UTC-04:00,2024-10-31 09:19:06.4 UTC-04:00,1,1.6,1.8,,,,-77.03121841,42.87830435,190.511,2432.176,mountpoint3,Global CS,8,7,0,0,0
12,12,,,,,,-77.01104165,42.89438086,143.477,Global,0.2,0.011,0.011,0.01,0.016,1.434,m,FIX,2024-10-31 09:19:15.6 UTC-04:00,2024-10-31 09:19:15.6 UTC-04:00,1,1.6,1.8,,,,-77.03121841,42.87830435,190.511,2430.79,mountpoint3,Global CS,8,7,0,0,0
12,14,,,,,,-77.0110397,42.89434865,143.411,Global,0.5,0.011,0.011,0.011,0.016,1.434,m,FIX,2024-10-31 09:19:36.4 UTC-04:00,2024-10-31 09:19:36.4 UTC-04:00,1,1.6,1.9,,,,-77.03121841,42.87830435,190.511,2428.273,mountpoint3,Global CS,8,7,0,0,0
12,15,,,,,,-77.01104105,42.89433041,143.413,Global,0.3,0.011,0.011,0.011,0.016,1.434,m,FIX,2024-10-31 09:20:13.8 UTC-04:00,2024-10-31 09:20:13.8 UTC-04:00,1,1.4,1.7,,,,-77.03121841,42.87830435,190.511,2426.716,mountpoint3,Global CS,8,7,0,0,0
12,16,,,,,,-77.01104034,42.89431691,143.37,Global,0.2,0.011,0.011,0.011,0.016,1.434,m,FIX,2024-10-31 09:20:24.0 UTC-04:00,2024-10-31 09:20:24.0 UTC-04:00,1,1.4,1.7,,,,-77.03121841,42.87830435,190.511,2425.657,mountpoint3,Global CS,8,7,0,0,0
12,17,,,,,,-77.01103975,42.89429959,143.357,Global,0.3,0.011,0.011,0.01,0.016,1.434,m,FIX,2024-10-31 09:20:32.8 UTC-04:00,2024-10-31 09:20:32.8 UTC-04:00,1,1.4,1.7,,,,-77.03121841,42.87830435,190.511,2424.284,mountpoint3,Global CS,8,7,0,0,0
12,19,,,,,,-77.01103854,42.89426745,143.278,Global,0.4,0.011,0.011,0.011,0.016,1.434,m,FIX,2024-10-31 09:20:55.6 UTC-04:00,2024-10-31 09:20:55.6 UTC-04:00,1,1.4,1.7,,,,-77.03121841,42.87830435,190.511,2421.738,mountpoint3,Global CS,8,7,0,0,0
12,20,,,,,,-77.01103829,42.894251,143.273,Global,0.7,0.011,0.011,0.01,0.016,1.434,m,FIX,2024-10-31 09:21:06.6 UTC-04:00,2024-10-31 09:21:06.6 UTC-04:00,1,1.4,1.7,,,,-77.03121841,42.87830435,190.511,2420.424,mountpoint3,Global CS,8,7,0,0,0
12,21,,,,,,-77.01103784,42.89423393,143.226,Global,0.9,0.011,0.011,0.01,0.016,1.434,m,FIX,2024-10-31 09:21:19.0 UTC-04:00,2024-10-31 09:21:19.0 UTC-04:00,1,1.4,1.7,,,,-77.03121841,42.87830435,190.511,2419.063,mountpoint3,Global CS,8,8,0,0,0
12,22,,,,,,-77.01103732,42.8942184,143.195,Global,0.1,0.011,0.011,0.01,0.016,1.434,m,FIX,2024-10-31 09:21:29.2 UTC-04:00,2024-10-31 09:21:29.2 UTC-04:00,1,1.4,1.7,,,,-77.03121841,42.87830435,190.511,2417.814,mountpoint3,Global CS,8,8,0,0,0
12,23,,,,,,-77.01103721,42.89420114,143.168,Global,0.2,0.011,0.011,0.01,0.016,1.434,m,FIX,2024-10-31 09:21:41.0 UTC-04:00,2024-10-31 09:21:41.0 UTC-04:00,1,1.4,1.7,,,,-77.03121841,42.87830435,190.511,2416.418,mountpoint3,Global CS,8,8,0,0,0
12,24,,,,,,-77.01103558,42.89418626,143.115,Global,0.2,0.011,0.011,0.01,0.016,1.434,m,FIX,2024-10-31 09:21:50.6 UTC-04:00,2024-10-31 09:21:50.6 UTC-04:00,1,1.4,1.7,,,,-77.03121841,42.87830435,190.511,2415.301,mountpoint3,Global CS,8,7,0,0,0
12,25,,,,,,-77.01103457,42.89416909,143.065,Global,0.4,0.011,0.011,0.012,0.016,1.434,m,FIX,2024-10-31 09:22:34.4 UTC-04:00,2024-10-31 09:22:34.4 UTC-04:00,1,1.4,1.7,,,,-77.03121841,42.87830435,190.511,2413.974,mountpoint3,Global CS,8,7,0,0,0
12,26,,,,,,-77.01103686,42.89415291,143.056,Global,0.1,0.011,0.011,0.01,0.016,1.434,m,FIX,2024-10-31 09:22:46.6 UTC-04:00,2024-10-31 09:22:46.6 UTC-04:00,1,1.4,1.7,,,,-77.03121841,42.87830435,190.511,2412.531,mountpoint3,Global CS,8,7,0,0,0
12,27,,,,,,-77.01103702,42.89413504,142.978,Global,0.2,0.011,0.011,0.012,0.016,1.434,m,FIX,2024-10-31 09:22:59.4 UTC-04:00,2024-10-31 09:22:59.4 UTC-04:00,1,1.4,1.7,,,,-77.03121841,42.87830435,190.511,2411.068,mountpoint3,Global CS,8,7,0,0,0
12,29,,,,,,-77.01103468,42.89410273,142.841,Global,0.1,0.011,0.011,0.01,0.016,1.434,m,FIX,2024-10-31 09:23:15.2 UTC-04:00,2024-10-31 09:23:15.2 UTC-04:00,1,1.4,1.7,,,,-77.03121841,42.87830435,190.511,2408.586,mountpoint3,Global CS,8,7,0,0,0
12,30,,,,,,-77.01103386,42.89408656,142.76,Global,0.6,0.011,0.011,0.01,0.016,1.434,m,FIX,2024-10-31 09:23:25.8 UTC-04:00,2024-10-31 09:23:25.8 UTC-04:00,1,1.4,1.7,,,,-77.03121841,42.87830435,190.511,2407.312,mountpoint3,Global CS,8,7,0,0,0
12,31,,,,,,-77.01103393,42.89407124,142.699,Global,0.1,0.011,0.011,0.011,0.016,1.434,m,FIX,2024-10-31 09:23:39.2 UTC-04:00,2024-10-31 09:23:39.2 UTC-04:00,1,1.4,1.7,,,,-77.03121841,42.87830435,190.511,2406.087,mountpoint3,Global CS,8,7,0,0,0
12,33,,,,,,-77.01103342,42.89403694,142.611,Global,0.6,0.011,0.011,0.013,0.016,1.434,m,FIX,2024-10-31 09:23:52.0 UTC-04:00,2024-10-31 09:23:52.0 UTC-04:00,1,1.4,1.7,,,,-77.03121841,42.87830435,190.511,2403.348,mountpoint3,Global CS,8,7,0,0,0
12,34,,,,,,-77.01103304,42.89402099,142.578,Global,0,0.011,0.011,0.01,0.016,1.434,m,FIX,2024-10-31 09:24:13.0 UTC-04:00,2024-10-31 09:24:13.0 UTC-04:00,1,1.4,1.7,,,,-77.03121841,42.87830435,190.511,2402.078,mountpoint3,Global CS,8,7,0,0,0
12,35,,,,,,-77.01103213,42.89389896,141.831,Global,0.2,0.011,0.011,0.012,0.016,1.434,m,FIX,2024-10-31 09:24:33.4 UTC-04:00,2024-10-31 09:24:33.4 UTC-04:00,1,1.4,1.7,,,,-77.03121841,42.87830435,190.511,2392.309,mountpoint3,Global CS,8,7,0,0,0
12,36,,,,,,-77.011032,42.89388279,141.809,Global,0.1,0.011,0.011,0.01,0.016,1.434,m,FIX,2024-10-31 09:24:44.2 UTC-04:00,2024-10-31 09:24:44.2 UTC-04:00,1,1.4,1.7,,,,-77.03121841,42.87830435,190.511,2391.013,mountpoint3,Global CS,8,7,0,0,0
12,37,,,,,,-77.01102963,42.89386724,141.724,Global,0.2,0.011,0.011,0.01,0.016,1.434,m,FIX,2024-10-31 09:24:54.2 UTC-04:00,2024-10-31 09:24:54.2 UTC-04:00,1,1.4,1.7,,,,-77.03121841,42.87830435,190.511,2389.898,mountpoint3,Global CS,8,7,0,0,0
12,38,,,,,,-77.01102904,42.8938496,141.634,Global,0.6,0.011,0.011,0.011,0.016,1.434,m,FIX,2024-10-31 09:25:04.8 UTC-04:00,2024-10-31 09:25:04.8 UTC-04:00,1,1.4,1.7,,,,-77.03121841,42.87830435,190.511,2388.505,mountpoint3,Global CS,8,7,0,0,0
12,39,,,,,,-77.01103028,42.89383304,141.601,Global,0.4,0.011,0.011,0.01,0.016,1.434,m,FIX,2024-10-31 09:25:23.8 UTC-04:00,2024-10-31 09:25:23.8 UTC-04:00,1,1.4,1.7,,,,-77.03121841,42.87830435,190.511,2387.124,mountpoint3,Global CS,8,7,0,0,0
12,40,,,,,,-77.01102967,42.89381918,141.587,Global,0.1,0.011,0.011,0.013,0.016,1.434,m,FIX,2024-10-31 09:25:34.6 UTC-04:00,2024-10-31 09:25:34.6 UTC-04:00,1,1.4,1.7,,,,-77.03121841,42.87830435,190.511,2386.041,mountpoint3,Global CS,8,7,0,0,0
12,41,,,,,,-77.01103039,42.89380027,141.505,Global,0.2,0.011,0.011,0.01,0.016,1.434,m,FIX,2024-10-31 09:25:47.4 UTC-04:00,2024-10-31 09:25:47.4 UTC-04:00,1,1.6,1.8,,,,-77.03121841,42.87830435,190.511,2384.491,mountpoint3,Global CS,8,7,0,0,0
12,42,,,,,,-77.01102965,42.89378422,141.47,Global,0.3,0.011,0.011,0.012,0.016,1.434,m,FIX,2024-10-31 09:26:07.4 UTC-04:00,2024-10-31 09:26:07.4 UTC-04:00,1,1.4,1.7,,,,-77.03121841,42.87830435,190.511,2383.245,mountpoint3,Global CS,8,7,0,0,0
12,43,,,,,,-77.01102816,42.89376776,141.394,Global,0.2,0.011,0.011,0.012,0.016,1.434,m,FIX,2024-10-31 09:26:17.8 UTC-04:00,2024-10-31 09:26:17.8 UTC-04:00,1,1.6,1.8,,,,-77.03121841,42.87830435,190.511,2382.01,mountpoint3,Global CS,8,7,0,0,0
12,44,,,,,,-77.01102919,42.89375061,141.382,Global,0.7,0.011,0.011,0.011,0.016,1.434,m,FIX,2024-10-31 09:26:32.4 UTC-04:00,2024-10-31 09:26:32.4 UTC-04:00,1,1.6,1.8,,,,-77.03121841,42.87830435,190.511,2380.564,mountpoint3,Global CS,8,7,0,0,0
12,46,,,,,,-77.0110278,42.89371804,141.326,Global,0.3,0.011,0.011,0.01,0.016,1.434,m,FIX,2024-10-31 09:26:49.6 UTC-04:00,2024-10-31 09:26:49.6 UTC-04:00,1,1.4,1.7,,,,-77.03121841,42.87830435,190.511,2378.048,mountpoint3,Global CS,7,7,0,0,0
12,48,,,,,,-77.0110272,42.89368646,141.252,Global,0.6,0.011,0.011,0.013,0.016,1.434,m,FIX,2024-10-31 09:27:03.6 UTC-04:00,2024-10-31 09:27:03.6 UTC-04:00,1,1.4,1.7,,,,-77.03121841,42.87830435,190.511,2375.551,mountpoint3,Global CS,7,7,0,0,0
12,49,,,,,,-77.01102637,42.89366935,141.208,Global,0.3,0.011,0.011,0.01,0.016,1.434,m,FIX,2024-10-31 09:27:14.6 UTC-04:00,2024-10-31 09:27:14.6 UTC-04:00,1,1.4,1.7,,,,-77.03121841,42.87830435,190.511,2374.249,mountpoint3,Global CS,7,7,0,0,0
12,50,,,,,,-77.01102751,42.89365342,141.211,Global,0.2,0.011,0.011,0.01,0.016,1.434,m,FIX,2024-10-31 09:27:24.6 UTC-04:00,2024-10-31 09:27:24.6 UTC-04:00,1,1.4,1.7,,,,-77.03121841,42.87830435,190.511,2372.909,mountpoint3,Global CS,7,7,0,0,0
12,51,,,,,,-77.01102578,42.89363493,141.159,Global,0.2,0.011,0.011,0.012,0.016,1.434,m,FIX,2024-10-31 09:27:38.6 UTC-04:00,2024-10-31 09:27:38.6 UTC-04:00,1,1.4,1.7,,,,-77.03121841,42.87830435,190.511,2371.524,mountpoint3,Global CS,7,7,0,0,0
12,52,,,,,,-77.01102546,42.89361941,141.169,Global,0.2,0.011,0.011,0.011,0.016,1.434,m,FIX,2024-10-31 09:27:49.2 UTC-04:00,2024-10-31 09:27:49.2 UTC-04:00,1,1.4,1.7,,,,-77.03121841,42.87830435,190.511,2370.305,mountpoint3,Global CS,7,7,0,0,0
12,53,,,,,,-77.01102563,42.89360365,141.146,Global,0.5,0.011,0.011,0.012,0.016,1.434,m,FIX,2024-10-31 09:28:04.6 UTC-04:00,2024-10-31 09:28:04.6 UTC-04:00,1,1.4,1.7,,,,-77.03121841,42.87830435,190.511,2369.056,mountpoint3,Global CS,7,7,0,0,0
12,54,,,,,,-77.01102507,42.89358703,141.108,Global,0.2,0.011,0.011,0.013,0.016,1.434,m,FIX,2024-10-31 09:28:15.6 UTC-04:00,2024-10-31 09:28:15.6 UTC-04:00,1,1.4,1.7,,,,-77.03121841,42.87830435,190.511,2367.752,mountpoint3,Global CS,7,7,0,0,0
12,55,,,,,,-77.01102413,42.89357268,141.107,Global,0.3,0.011,0.011,0.01,0.016,1.434,m,FIX,2024-10-31 09:28:25.4 UTC-04:00,2024-10-31 09:28:25.4 UTC-04:00,1,1.4,1.7,,,,-77.03121841,42.87830435,190.511,2366.657,mountpoint3,Global CS,7,7,0,0,0
12,57,,,,,,-77.01102341,42.89353604,141.05,Global,0.7,0.011,0.011,0.01,0.016,1.434,m,FIX,2024-10-31 09:28:44.8 UTC-04:00,2024-10-31 09:28:44.8 UTC-04:00,1,1.4,1.7,,,,-77.03121841,42.87830435,190.511,2363.786,mountpoint3,Global CS,7,7,0,0,0
12,58,,,,,,-77.01102518,42.89352016,141.099,Global,0.3,0.011,0.011,0.01,0.016,1.434,m,FIX,2024-10-31 09:29:02.8 UTC-04:00,2024-10-31 09:29:02.8 UTC-04:00,1,1.7,1.9,,,,-77.03121841,42.87830435,190.511,2362.43,mountpoint3,Global CS,7,7,0,0,0
12,60,,,,,,-77.01102264,42.89348748,141.043,Global,0.3,0.011,0.011,0.01,0.016,1.434,m,FIX,2024-10-31 09:29:23.6 UTC-04:00,2024-10-31 09:29:23.6 UTC-04:00,1,1.4,1.7,,,,-77.03121841,42.87830435,190.511,2359.97,mountpoint3,Global CS,7,7,0,0,0
12,63,,,,,,-77.01102348,42.89344048,141.069,Global,0.7,0.011,0.011,0.01,0.016,1.434,m,FIX,2024-10-31 09:29:38.2 UTC-04:00,2024-10-31 09:29:38.2 UTC-04:00,1,1.4,1.7,,,,-77.03121841,42.87830435,190.511,2356.181,mountpoint3,Global CS,7,7,0,0,0
12,65,,,,,,-77.01102234,42.89340589,141.086,Global,0.5,0.011,0.011,0.012,0.016,1.434,m,FIX,2024-10-31 09:29:54.0 UTC-04:00,2024-10-31 09:29:54.0 UTC-04:00,1,1.4,1.7,,,,-77.03121841,42.87830435,190.511,2353.512,mountpoint3,Global CS,7,7,0,0,0
12,68,,,,,,-77.01102172,42.89335857,141.131,Global,2.3,0.011,0.011,0.011,0.016,1.434,m,FIX,2024-10-31 09:30:25.6 UTC-04:00,2024-10-31 09:30:25.6 UTC-04:00,1,1.7,1.9,,,,-77.03121841,42.87830435,190.511,2349.859,mountpoint3,Global CS,7,7,0,0,0
12,69,,,,,,-77.01102084,42.89333871,141.166,Global,0.7,0.011,0.011,0.01,0.016,1.434,m,FIX,2024-10-31 09:30:35.2 UTC-04:00,2024-10-31 09:30:35.2 UTC-04:00,1,1.4,1.7,,,,-77.03121841,42.87830435,190.511,2348.29,mountpoint3,Global CS,7,7,0,0,0
12,70,,,,,,-77.01101992,42.89332417,141.164,Global,0.6,0.011,0.011,0.01,0.016,1.434,m,FIX,2024-10-31 09:30:44.6 UTC-04:00,2024-10-31 09:30:44.6 UTC-04:00,1,1.8,2.1,,,,-77.03121841,42.87830435,190.511,2347.193,mountpoint3,Global CS,7,7,0,0,0
12,71,,,,,,-77.01102037,42.89330537,141.181,Global,0.6,0.011,0.011,0.01,0.016,1.434,m,FIX,2024-10-31 09:30:56.6 UTC-04:00,2024-10-31 09:30:56.6 UTC-04:00,1,1.7,1.9,,,,-77.03121841,42.87830435,190.511,2345.684,mountpoint3,Global CS,7,7,0,0,0
12,72,,,,,,-77.01101897,42.89329067,141.134,Global,0.1,0.011,0.011,0.014,0.016,1.434,m,FIX,2024-10-31 09:31:06.2 UTC-04:00,2024-10-31 09:31:06.2 UTC-04:00,1,1.7,1.9,,,,-77.03121841,42.87830435,190.511,2344.612,mountpoint3,Global CS,7,7,0,0,0
12,73,,,,,,-77.0110194,42.89327381,141.168,Global,0.1,0.011,0.011,0.01,0.016,1.434,m,FIX,2024-10-31 09:31:16.8 UTC-04:00,2024-10-31 09:31:16.8 UTC-04:00,1,1.7,1.9,,,,-77.03121841,42.87830435,190.511,2343.258,mountpoint3,Global CS,7,7,0,0,0
12,74,,,,,,-77.01101704,42.89325868,141.143,Global,0.3,0.011,0.011,0.01,0.016,1.434,m,FIX,2024-10-31 09:31:31.4 UTC-04:00,2024-10-31 09:31:31.4 UTC-04:00,1,1.7,1.9,,,,-77.03121841,42.87830435,190.511,2342.193,mountpoint3,Global CS,7,7,0,0,0
12,75,,,,,,-77.01101795,42.89323992,141.12,Global,0.5,0.011,0.011,0.01,0.016,1.434,m,FIX,2024-10-31 09:31:43.2 UTC-04:00,2024-10-31 09:31:43.2 UTC-04:00,1,1.7,1.9,,,,-77.03121841,42.87830435,190.511,2340.667,mountpoint3,Global CS,7,7,0,0,0
12,77,,,,,,-77.01101776,42.89320575,141.084,Global,0.5,0.011,0.011,0.01,0.016,1.434,m,FIX,2024-10-31 09:31:57.0 UTC-04:00,2024-10-31 09:31:57.0 UTC-04:00,1,1.8,2.1,,,,-77.03121841,42.87830435,190.511,2337.991,mountpoint3,Global CS,7,7,0,0,0
12,78,,,,,,-77.01101818,42.89319416,141.062,Global,0.5,0.011,0.011,0.012,0.016,1.434,m,FIX,2024-10-31 09:32:06.0 UTC-04:00,2024-10-31 09:32:06.0 UTC-04:00,1,1.8,2.1,,,,-77.03121841,42.87830435,190.511,2337.05,mountpoint3,Global CS,7,7,0,0,0
12,79,,,,,,-77.01101737,42.89317735,141.021,Global,0.4,0.011,0.011,0.013,0.016,1.434,m,FIX,2024-10-31 09:32:21.6 UTC-04:00,2024-10-31 09:32:21.6 UTC-04:00,1,1.8,2.1,,,,-77.03121841,42.87830435,190.511,2335.778,mountpoint3,Global CS,7,7,0,0,0
12,80,,,,,,-77.01101782,42.89316244,140.986,Global,0.3,0.011,0.011,0.01,0.016,1.434,m,FIX,2024-10-31 09:32:34.8 UTC-04:00,2024-10-31 09:32:34.8 UTC-04:00,1,1.6,1.8,,,,-77.03121841,42.87830435,190.511,2334.587,mountpoint3,Global CS,7,7,0,0,0
12,81,,,,,,-77.01101517,42.89314583,140.961,Global,0.2,0.011,0.011,0.01,0.016,1.434,m,FIX,2024-10-31 09:32:44.0 UTC-04:00,2024-10-31 09:32:44.0 UTC-04:00,1,1.6,1.8,,,,-77.03121841,42.87830435,190.511,2333.44,mountpoint3,Global CS,7,7,0,0,0
