Image_ID,Computer_Time,ROS_Time_Stamp,Chunk_Frame_ID,Chunk_Time,Latitude,Longitude
29,2024-09-20-14-40-22-175,1726857622,140,5.08E+11,42.89456602,-77.01116628
30,2024-09-20-14-40-22-697,1726857623,141,5.09E+11,42.8945619,-77.0111663
31,2024-09-20-14-40-23-220,1726857623,142,5.09E+11,42.89455927,-77.01116659
32,2024-09-20-14-40-23-742,1726857624,143,5.10E+11,42.89455492,-77.01116659
33,2024-09-20-14-40-24-265,1726857624,144,5.10E+11,42.89455184,-77.01116685
34,2024-09-20-14-40-24-787,1726857625,145,5.11E+11,42.89454723,-77.01116679
35,2024-09-20-14-40-25-309,1726857625,146,5.11E+11,42.89454255,-77.01116684
36,2024-09-20-14-40-25-831,1726857626,147,5.12E+11,42.89453963,-77.01116661
37,2024-09-20-14-40-26-354,1726857626,148,5.12E+11,42.89453489,-77.01116612
38,2024-09-20-14-40-26-876,1726857627,149,5.13E+11,42.894532,-77.011166
39,2024-09-20-14-40-27-398,1726857627,150,5.13E+11,42.89452737,-77.0111656
40,2024-09-20-14-40-27-920,1726857628,151,5.14E+11,42.8945227,-77.01116556
41,2024-09-20-14-40-28-443,1726857628,152,5.14E+11,42.8945197,-77.01116523
42,2024-09-20-14-40-28-965,1726857629,153,5.15E+11,42.89451507,-77.01116498
43,2024-09-20-14-40-29-487,1726857629,154,5.15E+11,42.89451202,-77.01116489
44,2024-09-20-14-40-30-009,1726857630,155,5.16E+11,42.89450718,-77.01116413
45,2024-09-20-14-40-30-532,1726857631,156,5.16E+11,42.89450266,-77.01116406
46,2024-09-20-14-40-31-053,1726857631,157,5.17E+11,42.89449942,-77.01116378
47,2024-09-20-14-40-31-577,1726857632,158,5.17E+11,42.89449482,-77.01116348
48,2024-09-20-14-40-32-097,1726857632,159,5.18E+11,42.89449027,-77.01116306
49,2024-09-20-14-40-32-621,1726857633,160,5.18E+11,42.89448718,-77.01116315
50,2024-09-20-14-40-33-142,1726857633,161,5.19E+11,42.89448262,-77.01116366
51,2024-09-20-14-40-33-665,1726857634,162,5.20E+11,42.89447961,-77.01116393
52,2024-09-20-14-40-34-188,1726857634,163,5.20E+11,42.89447454,-77.01116468
53,2024-09-20-14-40-34-711,1726857635,164,5.21E+11,42.8944702,-77.01116489
54,2024-09-20-14-40-35-233,1726857635,165,5.21E+11,42.894467,-77.01116533
55,2024-09-20-14-40-35-754,1726857636,166,5.22E+11,42.89446251,-77.01116525
56,2024-09-20-14-40-36-277,1726857636,167,5.22E+11,42.89445939,-77.01116544
57,2024-09-20-14-40-36-799,1726857637,168,5.23E+11,42.89445487,-77.01116518
58,2024-09-20-14-40-37-321,1726857637,169,5.23E+11,42.8944504,-77.01116475
59,2024-09-20-14-40-37-844,1726857638,170,5.24E+11,42.89444715,-77.0111643
60,2024-09-20-14-40-38-365,1726857638,171,5.24E+11,42.89444261,-77.01116384
61,2024-09-20-14-40-38-888,1726857639,172,5.25E+11,42.89443815,-77.01116326
62,2024-09-20-14-40-39-410,1726857639,173,5.25E+11,42.8944348,-77.01116316
63,2024-09-20-14-40-39-932,1726857640,174,5.26E+11,42.89443031,-77.01116297
64,2024-09-20-14-40-40-455,1726857640,175,5.26E+11,42.89442732,-77.01116298
65,2024-09-20-14-40-40-977,1726857641,176,5.27E+11,42.89442248,-77.01116312
66,2024-09-20-14-40-41-499,1726857641,177,5.27E+11,42.89441799,-77.01116338
67,2024-09-20-14-40-42-022,1726857642,178,5.28E+11,42.89441483,-77.01116348
68,2024-09-20-14-40-42-543,1726857643,179,5.28E+11,42.89441056,-77.01116367
69,2024-09-20-14-40-43-065,1726857643,180,5.29E+11,42.89440725,-77.0111638
70,2024-09-20-14-40-43-588,1726857644,181,5.29E+11,42.89440268,-77.01116375
71,2024-09-20-14-40-44-110,1726857644,182,5.30E+11,42.89439802,-77.01116363
72,2024-09-20-14-40-44-632,1726857645,183,5.30E+11,42.89439495,-77.01116395
73,2024-09-20-14-40-45-154,1726857645,184,5.31E+11,42.89439032,-77.01116393
74,2024-09-20-14-40-45-677,1726857646,185,5.32E+11,42.89438725,-77.01116433
75,2024-09-20-14-40-46-200,1726857646,186,5.32E+11,42.89438254,-77.01116451
76,2024-09-20-14-40-46-722,1726857647,187,5.33E+11,42.89437775,-77.01116442
77,2024-09-20-14-40-47-244,1726857647,188,5.33E+11,42.89437483,-77.01116443
78,2024-09-20-14-40-47-767,1726857648,189,5.34E+11,42.89437012,-77.01116442
79,2024-09-20-14-40-48-289,1726857648,190,5.34E+11,42.89436684,-77.01116424
80,2024-09-20-14-40-48-810,1726857649,191,5.35E+11,42.8943626,-77.01116407
81,2024-09-20-14-40-49-334,1726857649,192,5.35E+11,42.89435767,-77.01116354
82,2024-09-20-14-40-49-855,1726857650,193,5.36E+11,42.89435454,-77.01116317
83,2024-09-20-14-40-50-379,1726857650,194,5.36E+11,42.89435004,-77.01116323
84,2024-09-20-14-40-50-901,1726857651,195,5.37E+11,42.89434558,-77.0111628
85,2024-09-20-14-40-51-423,1726857651,196,5.37E+11,42.89434229,-77.01116277
86,2024-09-20-14-40-51-945,1726857652,197,5.38E+11,42.89433764,-77.0111631
87,2024-09-20-14-40-52-468,1726857652,198,5.38E+11,42.89433458,-77.0111631
88,2024-09-20-14-40-52-989,1726857653,199,5.39E+11,42.89433002,-77.0111637
89,2024-09-20-14-40-53-514,1726857654,200,5.39E+11,42.89432533,-77.01116361
90,2024-09-20-14-40-54-034,1726857654,201,5.40E+11,42.8943223,-77.01116378
91,2024-09-20-14-40-54-557,1726857655,202,5.40E+11,42.89431773,-77.01116379
92,2024-09-20-14-40-55-079,1726857655,203,5.41E+11,42.89431471,-77.0111635
93,2024-09-20-14-40-55-600,1726857656,204,5.41E+11,42.89430992,-77.011163
94,2024-09-20-14-40-56-123,1726857656,205,5.42E+11,42.89430549,-77.01116229
95,2024-09-20-14-40-56-646,1726857657,206,5.43E+11,42.8943024,-77.01116184
96,2024-09-20-14-40-57-167,1726857657,207,5.43E+11,42.89429782,-77.01116147
97,2024-09-20-14-40-57-690,1726857658,208,5.44E+11,42.89429317,-77.01116139
98,2024-09-20-14-40-58-213,1726857658,209,5.44E+11,42.89429024,-77.01116155
99,2024-09-20-14-40-58-734,1726857659,210,5.45E+11,42.89428544,-77.01116164
100,2024-09-20-14-40-59-258,1726857659,211,5.45E+11,42.89428203,-77.01116171
101,2024-09-20-14-40-59-780,1726857660,212,5.46E+11,42.8942776,-77.01116187
102,2024-09-20-14-41-00-302,1726857660,213,5.46E+11,42.89427326,-77.0111618
103,2024-09-20-14-41-00-825,1726857661,214,5.47E+11,42.89426991,-77.01116128
104,2024-09-20-14-41-01-347,1726857661,215,5.47E+11,42.89426527,-77.01116101
105,2024-09-20-14-41-01-870,1726857662,216,5.48E+11,42.89426254,-77.01116064
106,2024-09-20-14-41-02-391,1726857662,217,5.48E+11,42.89425787,-77.01116065
107,2024-09-20-14-41-02-913,1726857663,218,5.49E+11,42.89425333,-77.01116035
108,2024-09-20-14-41-03-436,1726857663,219,5.49E+11,42.89425021,-77.01116042
109,2024-09-20-14-41-03-956,1726857664,220,5.50E+11,42.89424566,-77.01116037
110,2024-09-20-14-41-04-480,1726857664,221,5.50E+11,42.89424227,-77.01116022
111,2024-09-20-14-41-05-003,1726857665,222,5.51E+11,42.89423794,-77.01116015
112,2024-09-20-14-41-05-524,1726857666,223,5.51E+11,42.89423335,-77.01116007
113,2024-09-20-14-41-06-047,1726857666,224,5.52E+11,42.89423035,-77.01116053
114,2024-09-20-14-41-06-570,1726857667,225,5.52E+11,42.89422581,-77.01116082
115,2024-09-20-14-41-07-091,1726857667,226,5.53E+11,42.89422234,-77.01116073
116,2024-09-20-14-41-07-614,1726857668,227,5.53E+11,42.8942179,-77.01116139
117,2024-09-20-14-41-08-137,1726857668,228,5.54E+11,42.89421327,-77.0111609
118,2024-09-20-14-41-08-658,1726857669,229,5.55E+11,42.89421011,-77.01116124
119,2024-09-20-14-41-09-182,1726857669,230,5.55E+11,42.89420553,-77.01116088
120,2024-09-20-14-41-09-704,1726857670,231,5.56E+11,42.89420107,-77.01116072
121,2024-09-20-14-41-10-227,1726857670,232,5.56E+11,42.89419786,-77.0111607
122,2024-09-20-14-41-10-749,1726857671,233,5.57E+11,42.8941931,-77.01116063
123,2024-09-20-14-41-11-272,1726857671,234,5.57E+11,42.89419033,-77.01116076
124,2024-09-20-14-41-11-793,1726857672,235,5.58E+11,42.89418552,-77.01116063
125,2024-09-20-14-41-12-317,1726857672,236,5.58E+11,42.89418087,-77.01116036
126,2024-09-20-14-41-12-838,1726857673,237,5.59E+11,42.89417796,-77.01116017
127,2024-09-20-14-41-13-360,1726857673,238,5.59E+11,42.8941733,-77.01115989
128,2024-09-20-14-41-13-884,1726857674,239,5.60E+11,42.89417028,-77.01115965
129,2024-09-20-14-41-14-405,1726857674,240,5.60E+11,42.8941655,-77.01115963
130,2024-09-20-14-41-14-927,1726857675,241,5.61E+11,42.89416098,-77.01115972
131,2024-09-20-14-41-15-451,1726857675,242,5.61E+11,42.89415783,-77.01115936
132,2024-09-20-14-41-15-971,1726857676,243,5.62E+11,42.89415331,-77.0111593
133,2024-09-20-14-41-16-495,1726857676,244,5.62E+11,42.89415029,-77.01115923
134,2024-09-20-14-41-17-016,1726857677,245,5.63E+11,42.8941457,-77.01115914
135,2024-09-20-14-41-17-538,1726857678,246,5.63E+11,42.8941408,-77.01115891
136,2024-09-20-14-41-18-061,1726857678,247,5.64E+11,42.89413759,-77.01115847
137,2024-09-20-14-41-18-583,1726857679,248,5.64E+11,42.89413306,-77.01115803
138,2024-09-20-14-41-19-106,1726857679,249,5.65E+11,42.89412989,-77.01115784
139,2024-09-20-14-41-19-629,1726857680,250,5.65E+11,42.89412503,-77.01115747
140,2024-09-20-14-41-20-149,1726857680,251,5.66E+11,42.89412056,-77.01115721
141,2024-09-20-14-41-20-673,1726857681,252,5.67E+11,42.89411758,-77.01115688
142,2024-09-20-14-41-21-195,1726857681,253,5.67E+11,42.89411292,-77.01115679
143,2024-09-20-14-41-21-715,1726857682,254,5.68E+11,42.89410847,-77.01115639
144,2024-09-20-14-41-22-241,1726857682,255,5.68E+11,42.89410523,-77.01115646
145,2024-09-20-14-41-22-762,1726857683,256,5.69E+11,42.89410065,-77.01115625
146,2024-09-20-14-41-23-284,1726857683,257,5.69E+11,42.89409747,-77.01115628
147,2024-09-20-14-41-23-807,1726857684,258,5.70E+11,42.89409289,-77.01115669
148,2024-09-20-14-41-24-328,1726857684,259,5.70E+11,42.89408818,-77.01115676
149,2024-09-20-14-41-24-851,1726857685,260,5.71E+11,42.89408494,-77.01115674
150,2024-09-20-14-41-25-375,1726857685,261,5.71E+11,42.89408014,-77.01115639
151,2024-09-20-14-41-25-896,1726857686,262,5.72E+11,42.89407534,-77.01115645
152,2024-09-20-14-41-26-419,1726857686,263,5.72E+11,42.89407249,-77.01115647
153,2024-09-20-14-41-26-941,1726857687,264,5.73E+11,42.89406763,-77.01115634
154,2024-09-20-14-41-27-463,1726857687,265,5.73E+11,42.89406467,-77.01115653
155,2024-09-20-14-41-27-986,1726857688,266,5.74E+11,42.89406004,-77.01115674
156,2024-09-20-14-41-28-507,1726857689,267,5.74E+11,42.89405548,-77.0111562
157,2024-09-20-14-41-29-030,1726857689,268,5.75E+11,42.89405194,-77.01115576
158,2024-09-20-14-41-29-553,1726857690,269,5.75E+11,42.89404752,-77.01115493
159,2024-09-20-14-41-30-074,1726857690,270,5.76E+11,42.89404475,-77.01115497
160,2024-09-20-14-41-30-597,1726857691,271,5.76E+11,42.89403999,-77.01115511
161,2024-09-20-14-41-31-120,1726857691,272,5.77E+11,42.8940352,-77.01115425
162,2024-09-20-14-41-31-642,1726857692,273,5.78E+11,42.89403211,-77.0111544
163,2024-09-20-14-41-32-165,1726857692,274,5.78E+11,42.89402746,-77.01115481
164,2024-09-20-14-41-32-686,1726857693,275,5.79E+11,42.89402287,-77.0111546
165,2024-09-20-14-41-33-209,1726857693,276,5.79E+11,42.89401954,-77.01115446
166,2024-09-20-14-41-33-731,1726857694,277,5.80E+11,42.89401514,-77.0111546
167,2024-09-20-14-41-34-254,1726857694,278,5.80E+11,42.89401149,-77.01115459
168,2024-09-20-14-41-34-776,1726857695,279,5.81E+11,42.89400708,-77.0111543
191,2024-09-20-14-41-46-790,1726857707,302,5.93E+11,42.89391407,-77.01115205
192,2024-09-20-14-41-47-313,1726857707,303,5.93E+11,42.89390965,-77.01115197
193,2024-09-20-14-41-47-836,1726857708,304,5.94E+11,42.89390641,-77.01115174
194,2024-09-20-14-41-48-357,1726857708,305,5.94E+11,42.89390183,-77.01115184
195,2024-09-20-14-41-48-879,1726857709,306,5.95E+11,42.89389866,-77.0111517
196,2024-09-20-14-41-49-403,1726857709,307,5.95E+11,42.89389376,-77.01115095
197,2024-09-20-14-41-49-924,1726857710,308,5.96E+11,42.89388924,-77.01115094
198,2024-09-20-14-41-50-449,1726857710,309,5.96E+11,42.89388644,-77.01115053
199,2024-09-20-14-41-50-970,1726857711,310,5.97E+11,42.89388159,-77.01115065
200,2024-09-20-14-41-51-493,1726857711,311,5.97E+11,42.89387695,-77.01115054
201,2024-09-20-14-41-52-014,1726857712,312,5.98E+11,42.89387409,-77.0111507
202,2024-09-20-14-41-52-537,1726857713,313,5.98E+11,42.89386939,-77.01115086
203,2024-09-20-14-41-53-058,1726857713,314,5.99E+11,42.89386624,-77.01115102
204,2024-09-20-14-41-53-582,1726857714,315,5.99E+11,42.89386153,-77.01115139
205,2024-09-20-14-41-54-103,1726857714,316,6.00E+11,42.89385709,-77.01115173
206,2024-09-20-14-41-54-626,1726857715,317,6.00E+11,42.89385397,-77.01115191
207,2024-09-20-14-41-55-149,1726857715,318,6.01E+11,42.89384926,-77.01115177
208,2024-09-20-14-41-55-669,1726857716,319,6.02E+11,42.89384645,-77.01115189
209,2024-09-20-14-41-56-193,1726857716,320,6.02E+11,42.89384168,-77.0111516
210,2024-09-20-14-41-56-716,1726857717,321,6.03E+11,42.89383705,-77.01115136
211,2024-09-20-14-41-57-237,1726857717,322,6.03E+11,42.89383383,-77.01115129
212,2024-09-20-14-41-57-759,1726857718,323,6.04E+11,42.8938292,-77.01115125
213,2024-09-20-14-41-58-283,1726857718,324,6.04E+11,42.8938261,-77.01115118
214,2024-09-20-14-41-58-804,1726857719,325,6.05E+11,42.89382152,-77.01115109
215,2024-09-20-14-41-59-327,1726857719,326,6.05E+11,42.89381831,-77.01115123
216,2024-09-20-14-41-59-849,1726857720,327,6.06E+11,42.8938138,-77.01115107
217,2024-09-20-14-42-00-371,1726857720,328,6.06E+11,42.89380916,-77.01115094
218,2024-09-20-14-42-00-894,1726857721,329,6.07E+11,42.89380449,-77.01115081
219,2024-09-20-14-42-01-416,1726857721,330,6.07E+11,42.89380139,-77.01115057
220,2024-09-20-14-42-01-939,1726857722,331,6.08E+11,42.89379696,-77.01115014
221,2024-09-20-14-42-02-461,1726857722,332,6.08E+11,42.8937936,-77.01115007
222,2024-09-20-14-42-02-983,1726857723,333,6.09E+11,42.89378914,-77.01114981
223,2024-09-20-14-42-03-507,1726857724,334,6.09E+11,42.89378455,-77.01115001
224,2024-09-20-14-42-04-027,1726857724,335,6.10E+11,42.8937815,-77.01114991
225,2024-09-20-14-42-04-550,1726857725,336,6.10E+11,42.89377683,-77.0111501
226,2024-09-20-14-42-05-073,1726857725,337,6.11E+11,42.89377377,-77.01114964
227,2024-09-20-14-42-05-596,1726857726,338,6.11E+11,42.89376907,-77.01114965
228,2024-09-20-14-42-06-118,1726857726,339,6.12E+11,42.8937645,-77.01114972
229,2024-09-20-14-42-06-640,1726857727,340,6.12E+11,42.89376123,-77.01114992
230,2024-09-20-14-42-07-162,1726857727,341,6.13E+11,42.89375671,-77.01115008
231,2024-09-20-14-42-07-685,1726857728,342,6.14E+11,42.89375345,-77.01114968
232,2024-09-20-14-42-08-207,1726857728,343,6.14E+11,42.89374895,-77.01114961
233,2024-09-20-14-42-08-727,1726857729,344,6.15E+11,42.89374444,-77.01114951
234,2024-09-20-14-42-09-252,1726857729,345,6.15E+11,42.89374143,-77.0111493
235,2024-09-20-14-42-09-775,1726857730,346,6.16E+11,42.8937366,-77.01114891
236,2024-09-20-14-42-10-296,1726857730,347,6.16E+11,42.89373179,-77.01114883
237,2024-09-20-14-42-10-819,1726857731,348,6.17E+11,42.89372887,-77.01114861
238,2024-09-20-14-42-11-340,1726857731,349,6.17E+11,42.89372424,-77.01114859
239,2024-09-20-14-42-11-863,1726857732,350,6.18E+11,42.89372119,-77.01114877
240,2024-09-20-14-42-12-386,1726857732,351,6.18E+11,42.8937165,-77.01114856
241,2024-09-20-14-42-12-908,1726857733,352,6.19E+11,42.89371194,-77.01114884
242,2024-09-20-14-42-13-431,1726857733,353,6.19E+11,42.89370892,-77.0111485
243,2024-09-20-14-42-13-953,1726857734,354,6.20E+11,42.89370426,-77.01114855
244,2024-09-20-14-42-14-475,1726857734,355,6.20E+11,42.89370137,-77.0111484
245,2024-09-20-14-42-14-998,1726857735,356,6.21E+11,42.89369677,-77.01114808
246,2024-09-20-14-42-15-519,1726857736,357,6.21E+11,42.89369197,-77.01114843
247,2024-09-20-14-42-16-042,1726857736,358,6.22E+11,42.89368908,-77.01114814
248,2024-09-20-14-42-16-565,1726857737,359,6.22E+11,42.89368433,-77.01114816
249,2024-09-20-14-42-17-087,1726857737,360,6.23E+11,42.89368152,-77.01114788
250,2024-09-20-14-42-17-610,1726857738,361,6.23E+11,42.89367667,-77.01114756
251,2024-09-20-14-42-18-131,1726857738,362,6.24E+11,42.89367208,-77.01114753
252,2024-09-20-14-42-18-655,1726857739,363,6.25E+11,42.89366873,-77.01114736
253,2024-09-20-14-42-19-177,1726857739,364,6.25E+11,42.89366443,-77.01114766
254,2024-09-20-14-42-19-699,1726857740,365,6.26E+11,42.8936599,-77.01114747
255,2024-09-20-14-42-20-221,1726857740,366,6.26E+11,42.89365666,-77.01114739
256,2024-09-20-14-42-20-745,1726857741,367,6.27E+11,42.89365206,-77.01114758
257,2024-09-20-14-42-21-266,1726857741,368,6.27E+11,42.8936489,-77.0111473
258,2024-09-20-14-42-21-788,1726857742,369,6.28E+11,42.89364444,-77.01114704
259,2024-09-20-14-42-22-312,1726857742,370,6.28E+11,42.89363981,-77.01114648
260,2024-09-20-14-42-22-833,1726857743,371,6.29E+11,42.89363657,-77.01114629
261,2024-09-20-14-42-23-355,1726857743,372,6.29E+11,42.89363197,-77.01114626
262,2024-09-20-14-42-23-878,1726857744,373,6.30E+11,42.89362892,-77.01114616
263,2024-09-20-14-42-24-399,1726857744,374,6.30E+11,42.89362404,-77.01114594
264,2024-09-20-14-42-24-923,1726857745,375,6.31E+11,42.89361932,-77.011146
265,2024-09-20-14-42-25-446,1726857745,376,6.31E+11,42.89361637,-77.01114613
266,2024-09-20-14-42-25-967,1726857746,377,6.32E+11,42.89361162,-77.01114602
267,2024-09-20-14-42-26-490,1726857746,378,6.32E+11,42.89360687,-77.01114599
268,2024-09-20-14-42-27-011,1726857747,379,6.33E+11,42.89360396,-77.01114603
269,2024-09-20-14-42-27-533,1726857748,380,6.33E+11,42.8935994,-77.0111457
270,2024-09-20-14-42-28-056,1726857748,381,6.34E+11,42.89359635,-77.01114561
271,2024-09-20-14-42-28-580,1726857749,382,6.34E+11,42.89359158,-77.01114537
272,2024-09-20-14-42-29-102,1726857749,383,6.35E+11,42.89358866,-77.01114546
273,2024-09-20-14-42-29-623,1726857750,384,6.35E+11,42.89358397,-77.01114501
274,2024-09-20-14-42-30-144,1726857750,385,6.36E+11,42.89357959,-77.01114517
275,2024-09-20-14-42-30-669,1726857751,386,6.37E+11,42.89357653,-77.01114494
276,2024-09-20-14-42-31-190,1726857751,387,6.37E+11,42.89357181,-77.01114456
277,2024-09-20-14-42-31-713,1726857752,388,6.38E+11,42.89356705,-77.0111448
278,2024-09-20-14-42-32-236,1726857752,389,6.38E+11,42.89356404,-77.011145
279,2024-09-20-14-42-32-757,1726857753,390,6.39E+11,42.8935594,-77.0111447
280,2024-09-20-14-42-33-280,1726857753,391,6.39E+11,42.89355636,-77.0111446
281,2024-09-20-14-42-33-802,1726857754,392,6.40E+11,42.89355149,-77.01114398
282,2024-09-20-14-42-34-324,1726857754,393,6.40E+11,42.89354702,-77.01114375
283,2024-09-20-14-42-34-846,1726857755,394,6.41E+11,42.893544,-77.0111437
284,2024-09-20-14-42-35-368,1726857755,395,6.41E+11,42.89353967,-77.01114356
285,2024-09-20-14-42-35-890,1726857756,396,6.42E+11,42.89353509,-77.01114413
286,2024-09-20-14-42-36-412,1726857756,397,6.42E+11,42.89353188,-77.01114393
287,2024-09-20-14-42-36-935,1726857757,398,6.43E+11,42.8935272,-77.01114417
288,2024-09-20-14-42-37-458,1726857757,399,6.43E+11,42.89352438,-77.01114438
289,2024-09-20-14-42-37-980,1726857758,400,6.44E+11,42.8935196,-77.01114385
290,2024-09-20-14-42-38-502,1726857759,401,6.44E+11,42.89351511,-77.01114309
291,2024-09-20-14-42-39-025,1726857759,402,6.45E+11,42.89351244,-77.01114271
292,2024-09-20-14-42-39-546,1726857760,403,6.45E+11,42.89350784,-77.01114277
293,2024-09-20-14-42-40-069,1726857760,404,6.46E+11,42.89350479,-77.01114223
294,2024-09-20-14-42-40-592,1726857761,405,6.46E+11,42.89349987,-77.01114191
295,2024-09-20-14-42-41-115,1726857761,406,6.47E+11,42.89349551,-77.01114238
296,2024-09-20-14-42-41-636,1726857762,407,6.47E+11,42.89349236,-77.01114261
297,2024-09-20-14-42-42-160,1726857762,408,6.48E+11,42.89348777,-77.01114322
298,2024-09-20-14-42-42-681,1726857763,409,6.49E+11,42.8934851,-77.01114327
299,2024-09-20-14-42-43-203,1726857763,410,6.49E+11,42.89348023,-77.01114364
300,2024-09-20-14-42-43-725,1726857764,411,6.50E+11,42.89347549,-77.01114394
301,2024-09-20-14-42-44-247,1726857764,412,6.50E+11,42.8934725,-77.01114388
302,2024-09-20-14-42-44-770,1726857765,413,6.51E+11,42.89346797,-77.0111441
303,2024-09-20-14-42-45-293,1726857765,414,6.51E+11,42.89346466,-77.01114402
304,2024-09-20-14-42-45-814,1726857766,415,6.52E+11,42.89345992,-77.01114416
305,2024-09-20-14-42-46-337,1726857766,416,6.52E+11,42.89345563,-77.01114423
306,2024-09-20-14-42-46-859,1726857767,417,6.53E+11,42.89345231,-77.01114401
307,2024-09-20-14-42-47-381,1726857767,418,6.53E+11,42.89344781,-77.01114367
308,2024-09-20-14-42-47-905,1726857768,419,6.54E+11,42.89344301,-77.01114356
309,2024-09-20-14-42-48-426,1726857768,420,6.54E+11,42.89344013,-77.01114343
310,2024-09-20-14-42-48-948,1726857769,421,6.55E+11,42.89343536,-77.01114298
311,2024-09-20-14-42-49-471,1726857769,422,6.55E+11,42.89343241,-77.01114277
312,2024-09-20-14-42-49-992,1726857770,423,6.56E+11,42.89342788,-77.0111429
313,2024-09-20-14-42-50-516,1726857771,424,6.56E+11,42.89342313,-77.01114276
314,2024-09-20-14-42-51-037,1726857771,425,6.57E+11,42.89342015,-77.01114309
315,2024-09-20-14-42-51-559,1726857772,426,6.57E+11,42.89341535,-77.01114311
316,2024-09-20-14-42-52-083,1726857772,427,6.58E+11,42.89341252,-77.01114304
317,2024-09-20-14-42-52-605,1726857773,428,6.58E+11,42.89340782,-77.01114292
318,2024-09-20-14-42-53-127,1726857773,429,6.59E+11,42.89340351,-77.01114283
319,2024-09-20-14-42-53-649,1726857774,430,6.60E+11,42.89340006,-77.01114271
320,2024-09-20-14-42-54-172,1726857774,431,6.60E+11,42.89339546,-77.01114215
321,2024-09-20-14-42-54-694,1726857775,432,6.61E+11,42.89339067,-77.01114174
322,2024-09-20-14-42-55-217,1726857775,433,6.61E+11,42.89338801,-77.01114151
323,2024-09-20-14-42-55-739,1726857776,434,6.62E+11,42.89338332,-77.01114163
324,2024-09-20-14-42-56-261,1726857776,435,6.62E+11,42.89338027,-77.01114137
325,2024-09-20-14-42-56-783,1726857777,436,6.63E+11,42.8933756,-77.01114092
326,2024-09-20-14-42-57-306,1726857777,437,6.63E+11,42.8933713,-77.0111411
327,2024-09-20-14-42-57-829,1726857778,438,6.64E+11,42.89336814,-77.01114089
328,2024-09-20-14-42-58-350,1726857778,439,6.64E+11,42.89336326,-77.01114108
329,2024-09-20-14-42-58-873,1726857779,440,6.65E+11,42.89336026,-77.01114121
330,2024-09-20-14-42-59-395,1726857779,441,6.65E+11,42.89335531,-77.01114141
331,2024-09-20-14-42-59-917,1726857780,442,6.66E+11,42.89335105,-77.01114146
332,2024-09-20-14-43-00-439,1726857780,443,6.66E+11,42.89334774,-77.01114127
333,2024-09-20-14-43-00-961,1726857781,444,6.67E+11,42.89334334,-77.01114134
334,2024-09-20-14-43-01-484,1726857781,445,6.67E+11,42.89334036,-77.01114183
335,2024-09-20-14-43-02-006,1726857782,446,6.68E+11,42.89333578,-77.01114168
336,2024-09-20-14-43-02-529,1726857783,447,6.68E+11,42.89333115,-77.01114164
337,2024-09-20-14-43-03-053,1726857783,448,6.69E+11,42.89332795,-77.01114161
338,2024-09-20-14-43-03-575,1726857784,449,6.69E+11,42.89332329,-77.01114158
339,2024-09-20-14-43-04-096,1726857784,450,6.70E+11,42.89331888,-77.01114147
340,2024-09-20-14-43-04-619,1726857785,451,6.70E+11,42.89331573,-77.01114144
341,2024-09-20-14-43-05-141,1726857785,452,6.71E+11,42.8933111,-77.01114092
342,2024-09-20-14-43-05-664,1726857786,453,6.72E+11,42.89330794,-77.01114078
343,2024-09-20-14-43-06-185,1726857786,454,6.72E+11,42.89330347,-77.01114049
344,2024-09-20-14-43-06-709,1726857787,455,6.73E+11,42.8932987,-77.01114044
345,2024-09-20-14-43-07-230,1726857787,456,6.73E+11,42.89329573,-77.01114012
346,2024-09-20-14-43-07-754,1726857788,457,6.74E+11,42.89329112,-77.01114012
347,2024-09-20-14-43-08-276,1726857788,458,6.74E+11,42.89328805,-77.01114001
348,2024-09-20-14-43-08-797,1726857789,459,6.75E+11,42.8932831,-77.01113952
349,2024-09-20-14-43-09-321,1726857789,460,6.75E+11,42.89327832,-77.01113867
350,2024-09-20-14-43-09-842,1726857790,461,6.76E+11,42.89327574,-77.01113833
351,2024-09-20-14-43-10-365,1726857790,462,6.76E+11,42.89327095,-77.01113789
352,2024-09-20-14-43-10-887,1726857791,463,6.77E+11,42.89326824,-77.01113754
353,2024-09-20-14-43-11-409,1726857791,464,6.77E+11,42.89326359,-77.01113798
354,2024-09-20-14-43-11-933,1726857792,465,6.78E+11,42.89325886,-77.01113783
355,2024-09-20-14-43-12-454,1726857792,466,6.78E+11,42.89325591,-77.01113838
356,2024-09-20-14-43-12-976,1726857793,467,6.79E+11,42.8932512,-77.01113859
357,2024-09-20-14-43-13-499,1726857793,468,6.79E+11,42.89324676,-77.01113871
358,2024-09-20-14-43-14-022,1726857794,469,6.80E+11,42.89324329,-77.01113908
359,2024-09-20-14-43-14-545,1726857795,470,6.80E+11,42.89323885,-77.01113955
360,2024-09-20-14-43-15-067,1726857795,471,6.81E+11,42.8932356,-77.01113976
361,2024-09-20-14-43-15-588,1726857796,472,6.81E+11,42.89323099,-77.01113971
362,2024-09-20-14-43-16-111,1726857796,473,6.82E+11,42.89322656,-77.01114012
363,2024-09-20-14-43-16-634,1726857797,474,6.82E+11,42.89322371,-77.01113996
364,2024-09-20-14-43-17-156,1726857797,475,6.83E+11,42.89321895,-77.01113969
365,2024-09-20-14-43-17-678,1726857798,476,6.84E+11,42.8932156,-77.01113983
366,2024-09-20-14-43-18-201,1726857798,477,6.84E+11,42.89321105,-77.01113956
367,2024-09-20-14-43-18-724,1726857799,478,6.85E+11,42.89320632,-77.01113941
